comment_id,post_id,user_id,comment_text,created_at
482,204,834,Comment text 482,2026-01-31 21:48:00.784375
483,164,556,Comment text 483,2025-10-21 21:48:00.784379
484,173,776,Comment text 484,2025-10-10 21:48:00.784383
485,196,123,Comment text 485,2026-02-06 21:48:00.784387
486,381,960,Comment text 486,2026-02-04 21:48:00.784390
487,89,270,Comment text 487,2025-10-06 21:48:00.784394
488,252,345,Comment text 488,2026-02-23 21:48:00.784398
489,449,973,Comment text 489,2026-02-06 21:48:00.784402
490,156,163,Comment text 490,2025-11-16 21:48:00.784405
491,42,603,Comment text 491,2026-01-22 21:48:00.784408
492,453,120,Comment text 492,2025-12-22 21:48:00.784412
493,396,213,Comment text 493,2025-11-05 21:48:00.784415
494,426,134,Comment text 494,2026-01-01 21:48:00.784419
495,453,771,Comment text 495,2025-09-07 21:48:00.784422
496,51,479,Comment text 496,2025-10-10 21:48:00.784425
497,275,211,Comment text 497,2025-09-15 21:48:00.784429
498,39,303,Comment text 498,2026-02-24 21:48:00.784432
499,87,785,Comment text 499,2026-01-22 21:48:00.784436
500,320,117,Comment text 500,2026-01-30 21:48:00.784439
501,190,152,Comment text 501,2025-09-11 21:48:00.784443
502,88,503,Comment text 502,2025-10-26 21:48:00.784447
503,474,346,Comment text 503,2025-10-25 21:48:00.784451
504,474,236,Comment text 504,2025-10-08 21:48:00.784454
505,374,554,Comment text 505,2025-10-11 21:48:00.784458
506,298,897,Comment text 506,2025-10-06 21:48:00.784461
507,41,561,Comment text 507,2025-12-13 21:48:00.784478
508,463,547,Comment text 508,2026-01-03 21:48:00.784481
509,152,598,Comment text 509,2025-11-27 21:48:00.784484
510,238,260,Comment text 510,2026-02-04 21:48:00.784486
511,383,250,Comment text 511,2025-09-09 21:48:00.784488
512,390,778,Comment text 512,2026-02-17 21:48:00.784491
513,256,378,Comment text 513,2026-02-13 21:48:00.784493
514,106,611,Comment text 514,2025-09-09 21:48:00.784495
515,341,641,Comment text 515,2025-09-20 21:48:00.784498
516,278,859,Comment text 516,2025-10-16 21:48:00.784500
517,465,415,Comment text 517,2026-01-24 21:48:00.784503
518,451,153,Comment text 518,2025-10-20 21:48:00.784505
519,455,622,Comment text 519,2025-09-07 21:48:00.784507
520,360,535,Comment text 520,2026-01-29 21:48:00.784510
521,499,375,Comment text 521,2025-12-31 21:48:00.784512
522,248,371,Comment text 522,2026-01-30 21:48:00.784517
523,2,484,Comment text 523,2025-12-10 21:48:00.784520
524,379,21,Comment text 524,2025-11-21 21:48:00.784522
525,206,325,Comment text 525,2025-12-23 21:48:00.784525
526,466,441,Comment text 526,2026-02-16 21:48:00.784527
527,291,213,Comment text 527,2025-10-16 21:48:00.784529
528,400,869,Comment text 528,2026-02-10 21:48:00.784532
529,97,695,Comment text 529,2025-09-14 21:48:00.784534
530,269,680,Comment text 530,2025-12-18 21:48:00.784536
531,17,148,Comment text 531,2025-10-09 21:48:00.784539
532,420,916,Comment text 532,2025-10-28 21:48:00.784541
533,416,494,Comment text 533,2026-02-26 21:48:00.784544
534,473,269,Comment text 534,2025-11-19 21:48:00.784546
535,70,491,Comment text 535,2025-10-04 21:48:00.784549
536,312,776,Comment text 536,2025-09-23 21:48:00.784551
537,205,709,Comment text 537,2025-11-29 21:48:00.784554
538,367,413,Comment text 538,2025-10-01 21:48:00.784556
539,12,703,Comment text 539,2025-10-29 21:48:00.784558
540,44,132,Comment text 540,2025-10-29 21:48:00.784561
541,96,704,Comment text 541,2025-10-31 21:48:00.784563
542,151,704,Comment text 542,2025-10-07 21:48:00.784566
543,426,869,Comment text 543,2026-01-25 21:48:00.784568
544,234,678,Comment text 544,2026-01-15 21:48:00.784571
545,480,249,Comment text 545,2025-08-30 21:48:00.784573
546,170,17,Comment text 546,2025-09-30 21:48:00.784575
547,342,46,Comment text 547,2025-09-16 21:48:00.784578
548,469,486,Comment text 548,2026-01-08 21:48:00.784580
549,226,61,Comment text 549,2025-12-16 21:48:00.784583
550,81,946,Comment text 550,2025-11-02 21:48:00.784585
551,364,829,Comment text 551,2026-01-01 21:48:00.784588
552,336,70,Comment text 552,2025-11-07 21:48:00.784590
553,128,504,Comment text 553,2025-09-13 21:48:00.784593
554,446,949,Comment text 554,2025-11-13 21:48:00.784595
555,448,93,Comment text 555,2025-09-25 21:48:00.784598
556,7,941,Comment text 556,2026-02-06 21:48:00.784600
557,89,796,Comment text 557,2026-02-09 21:48:00.784603
558,265,524,Comment text 558,2026-01-28 21:48:00.784605
559,246,776,Comment text 559,2025-12-21 21:48:00.784608
560,241,209,Comment text 560,2026-02-06 21:48:00.784610
561,442,176,Comment text 561,2025-11-22 21:48:00.784612
562,303,418,Comment text 562,2025-11-03 21:48:00.784615
563,261,881,Comment text 563,2026-01-31 21:48:00.784617
564,435,541,Comment text 564,2025-09-28 21:48:00.784619
565,327,768,Comment text 565,2025-10-15 21:48:00.784622
566,428,590,Comment text 566,2025-12-04 21:48:00.784624
567,183,991,Comment text 567,2025-11-28 21:48:00.784627
568,452,804,Comment text 568,2025-12-28 21:48:00.784629
569,102,148,Comment text 569,2026-01-19 21:48:00.784631
570,470,300,Comment text 570,2025-10-26 21:48:00.784634
571,163,41,Comment text 571,2026-02-13 21:48:00.784636
572,497,443,Comment text 572,2025-09-16 21:48:00.784638
573,267,65,Comment text 573,2025-12-03 21:48:00.784641
574,59,807,Comment text 574,2025-10-23 21:48:00.784643
575,278,587,Comment text 575,2026-01-29 21:48:00.784645
576,229,813,Comment text 576,2025-12-03 21:48:00.784647
577,153,709,Comment text 577,2025-11-16 21:48:00.784650
578,120,133,Comment text 578,2025-12-04 21:48:00.784652
579,133,989,Comment text 579,2025-09-16 21:48:00.784655
580,179,45,Comment text 580,2026-01-03 21:48:00.784657
581,126,901,Comment text 581,2025-11-10 21:48:00.784659
582,342,720,Comment text 582,2025-11-03 21:48:00.784662
583,293,521,Comment text 583,2025-09-22 21:48:00.784664
584,21,87,Comment text 584,2025-09-02 21:48:00.784666
585,381,756,Comment text 585,2025-10-15 21:48:00.784669
586,438,596,Comment text 586,2025-10-09 21:48:00.784671
587,461,876,Comment text 587,2025-12-26 21:48:00.784674
588,320,499,Comment text 588,2025-12-28 21:48:00.784676
589,169,303,Comment text 589,2026-01-14 21:48:00.784678
590,270,942,Comment text 590,2025-09-02 21:48:00.784681
591,297,909,Comment text 591,2025-10-25 21:48:00.784683
592,189,892,Comment text 592,2026-02-19 21:48:00.784688
593,333,126,Comment text 593,2025-09-30 21:48:00.784690
594,284,312,Comment text 594,2026-02-07 21:48:00.784695
595,442,436,Comment text 595,2025-11-09 21:48:00.784697
596,293,588,Comment text 596,2026-01-18 21:48:00.784700
597,69,883,Comment text 597,2025-09-30 21:48:00.784702
598,443,38,Comment text 598,2026-01-27 21:48:00.784704
599,486,208,Comment text 599,2025-10-06 21:48:00.784707
600,218,592,Comment text 600,2026-02-08 21:48:00.784709
601,206,950,Comment text 601,2025-12-25 21:48:00.784712
602,286,611,Comment text 602,2025-10-07 21:48:00.784714
603,134,666,Comment text 603,2026-02-11 21:48:00.784716
604,9,661,Comment text 604,2025-10-29 21:48:00.784718
605,397,5,Comment text 605,2025-09-30 21:48:00.784721
606,81,353,Comment text 606,2025-09-12 21:48:00.784723
607,67,582,Comment text 607,2025-11-03 21:48:00.784726
608,412,248,Comment text 608,2026-02-12 21:48:00.784728
609,250,907,Comment text 609,2026-01-14 21:48:00.784731
610,447,34,Comment text 610,2026-01-22 21:48:00.784733
611,147,763,Comment text 611,2025-11-20 21:48:00.784736
612,177,714,Comment text 612,2025-11-15 21:48:00.784738
613,226,814,Comment text 613,2025-12-27 21:48:00.784740
614,417,238,Comment text 614,2026-02-22 21:48:00.784743
615,349,858,Comment text 615,2026-01-09 21:48:00.784745
616,452,361,Comment text 616,2025-11-01 21:48:00.784747
617,332,117,Comment text 617,2026-02-05 21:48:00.784750
618,421,275,Comment text 618,2025-10-21 21:48:00.784752
619,210,67,Comment text 619,2025-11-10 21:48:00.784755
620,120,473,Comment text 620,2025-11-07 21:48:00.784757
621,233,917,Comment text 621,2026-02-02 21:48:00.784759
622,135,230,Comment text 622,2026-01-02 21:48:00.784762
623,437,705,Comment text 623,2025-11-24 21:48:00.784764
624,421,25,Comment text 624,2025-12-24 21:48:00.784766
625,173,133,Comment text 625,2026-02-21 21:48:00.784769
626,100,300,Comment text 626,2026-02-24 21:48:00.784771
627,332,199,Comment text 627,2025-09-14 21:48:00.784773
628,362,437,Comment text 628,2025-11-15 21:48:00.784776
629,482,408,Comment text 629,2026-02-07 21:48:00.784778
630,94,967,Comment text 630,2025-11-25 21:48:00.784780
631,207,697,Comment text 631,2025-12-21 21:48:00.784782
632,35,404,Comment text 632,2026-02-06 21:48:00.784785
633,75,545,Comment text 633,2025-10-15 21:48:00.784787
634,212,620,Comment text 634,2025-11-28 21:48:00.784789
635,454,756,Comment text 635,2025-11-12 21:48:00.784792
636,137,72,Comment text 636,2025-10-30 21:48:00.784794
637,369,105,Comment text 637,2025-11-02 21:48:00.784797
638,33,202,Comment text 638,2025-12-11 21:48:00.784799
639,380,228,Comment text 639,2025-10-04 21:48:00.784801
640,45,797,Comment text 640,2025-11-26 21:48:00.784804
641,255,581,Comment text 641,2026-02-21 21:48:00.784806
642,134,386,Comment text 642,2025-09-07 21:48:00.784808
643,480,87,Comment text 643,2025-09-07 21:48:00.784811
644,307,468,Comment text 644,2025-09-27 21:48:00.784813
645,426,294,Comment text 645,2026-01-12 21:48:00.784815
646,289,141,Comment text 646,2025-12-22 21:48:00.784818
647,23,183,Comment text 647,2025-08-30 21:48:00.784820
648,181,714,Comment text 648,2026-01-02 21:48:00.784823
649,268,724,Comment text 649,2026-02-09 21:48:00.784825
650,342,77,Comment text 650,2026-02-07 21:48:00.784827
651,73,383,Comment text 651,2025-10-25 21:48:00.784830
652,16,175,Comment text 652,2026-02-20 21:48:00.784832
653,494,538,Comment text 653,2025-10-19 21:48:00.784834
654,23,429,Comment text 654,2026-01-16 21:48:00.784837
655,373,703,Comment text 655,2025-12-12 21:48:00.784839
656,145,525,Comment text 656,2026-01-04 21:48:00.784841
657,78,722,Comment text 657,2025-11-19 21:48:00.784844
658,360,721,Comment text 658,2025-10-30 21:48:00.784846
659,10,885,Comment text 659,2025-12-05 21:48:00.784849
660,403,27,Comment text 660,2025-12-20 21:48:00.784851
661,179,197,Comment text 661,2025-09-26 21:48:00.784853
662,418,490,Comment text 662,2025-11-17 21:48:00.784855
663,212,34,Comment text 663,2025-10-27 21:48:00.784858
664,333,144,Comment text 664,2025-10-18 21:48:00.784860
665,384,652,Comment text 665,2025-10-21 21:48:00.784863
666,458,933,Comment text 666,2026-02-23 21:48:00.784866
667,281,44,Comment text 667,2026-01-20 21:48:00.784868
668,458,358,Comment text 668,2025-12-28 21:48:00.784871
669,129,854,Comment text 669,2026-01-25 21:48:00.784873
670,277,186,Comment text 670,2025-09-21 21:48:00.784875
671,148,105,Comment text 671,2025-09-01 21:48:00.784878
672,486,350,Comment text 672,2026-01-02 21:48:00.784880
673,431,545,Comment text 673,2026-01-01 21:48:00.784882
674,235,672,Comment text 674,2025-11-06 21:48:00.784888
675,283,81,Comment text 675,2025-12-20 21:48:00.784890
676,451,37,Comment text 676,2025-12-12 21:48:00.784892
677,392,274,Comment text 677,2026-01-12 21:48:00.784897
678,313,48,Comment text 678,2025-11-18 21:48:00.784900
679,134,770,Comment text 679,2025-12-18 21:48:00.784902
680,288,576,Comment text 680,2025-11-12 21:48:00.784905
681,187,502,Comment text 681,2025-11-17 21:48:00.784907
682,455,214,Comment text 682,2025-09-24 21:48:00.784909
683,152,208,Comment text 683,2025-10-26 21:48:00.784912
684,296,620,Comment text 684,2025-11-13 21:48:00.784914
685,427,734,Comment text 685,2025-11-06 21:48:00.784916
686,340,916,Comment text 686,2026-02-17 21:48:00.784919
687,218,343,Comment text 687,2026-02-05 21:48:00.784921
688,319,413,Comment text 688,2025-10-22 21:48:00.784923
689,379,36,Comment text 689,2025-11-27 21:48:00.784926
690,448,638,Comment text 690,2026-01-19 21:48:00.784928
691,3,392,Comment text 691,2025-12-04 21:48:00.784930
692,370,155,Comment text 692,2026-01-27 21:48:00.784933
693,201,40,Comment text 693,2025-09-25 21:48:00.784935
694,370,362,Comment text 694,2025-09-21 21:48:00.784937
695,417,549,Comment text 695,2025-11-06 21:48:00.784939
696,367,946,Comment text 696,2025-10-13 21:48:00.784942
697,48,930,Comment text 697,2025-11-12 21:48:00.784944
698,137,140,Comment text 698,2025-12-16 21:48:00.784946
699,81,575,Comment text 699,2025-09-24 21:48:00.784949
700,191,311,Comment text 700,2026-02-20 21:48:00.784951
701,407,437,Comment text 701,2025-12-06 21:48:00.784953
702,395,645,Comment text 702,2025-09-23 21:48:00.784955
703,107,181,Comment text 703,2025-09-17 21:48:00.784957
704,277,365,Comment text 704,2026-01-14 21:48:00.784960
705,427,719,Comment text 705,2026-01-05 21:48:00.784963
706,246,811,Comment text 706,2025-12-28 21:48:00.784965
707,127,821,Comment text 707,2026-01-26 21:48:00.784967
708,148,128,Comment text 708,2025-10-24 21:48:00.784970
709,309,394,Comment text 709,2025-10-01 21:48:00.784972
710,187,281,Comment text 710,2026-02-02 21:48:00.784975
711,57,112,Comment text 711,2025-11-10 21:48:00.784977
712,150,186,Comment text 712,2025-10-14 21:48:00.784979
713,378,195,Comment text 713,2025-09-10 21:48:00.784982
714,412,156,Comment text 714,2026-02-24 21:48:00.784984
715,12,958,Comment text 715,2025-12-12 21:48:00.784987
716,207,727,Comment text 716,2025-09-01 21:48:00.784989
717,365,269,Comment text 717,2026-02-20 21:48:00.784991
718,355,832,Comment text 718,2025-10-09 21:48:00.784994
719,493,530,Comment text 719,2026-02-08 21:48:00.784996
720,473,739,Comment text 720,2025-11-05 21:48:00.784998
721,59,972,Comment text 721,2025-09-28 21:48:00.785001
722,51,224,Comment text 722,2025-12-05 21:48:00.785003
723,347,726,Comment text 723,2026-01-20 21:48:00.785005
724,286,284,Comment text 724,2025-09-01 21:48:00.785008
725,103,595,Comment text 725,2025-12-25 21:48:00.785010
726,91,36,Comment text 726,2025-09-09 21:48:00.785012
727,165,542,Comment text 727,2025-11-25 21:48:00.785015
728,168,881,Comment text 728,2025-12-24 21:48:00.785018
729,427,771,Comment text 729,2026-01-18 21:48:00.785020
730,481,896,Comment text 730,2026-01-13 21:48:00.785022
731,3,421,Comment text 731,2025-09-12 21:48:00.785025
732,393,737,Comment text 732,2025-12-23 21:48:00.785027
733,164,561,Comment text 733,2026-02-20 21:48:00.785030
734,460,831,Comment text 734,2026-01-27 21:48:00.785032
735,199,36,Comment text 735,2026-02-02 21:48:00.785035
736,290,946,Comment text 736,2025-09-27 21:48:00.785037
737,410,6,Comment text 737,2025-11-26 21:48:00.785039
738,296,33,Comment text 738,2025-11-11 21:48:00.785041
739,477,436,Comment text 739,2025-11-08 21:48:00.785044
740,498,384,Comment text 740,2026-02-16 21:48:00.785046
741,32,124,Comment text 741,2025-12-10 21:48:00.785048
742,93,777,Comment text 742,2025-09-10 21:48:00.785050
743,105,95,Comment text 743,2025-12-04 21:48:00.785053
744,248,332,Comment text 744,2026-01-22 21:48:00.785055
745,32,679,Comment text 745,2026-01-27 21:48:00.785058
746,344,786,Comment text 746,2025-10-11 21:48:00.785060
747,216,981,Comment text 747,2026-02-02 21:48:00.785063
748,34,296,Comment text 748,2026-01-29 21:48:00.785065
749,126,653,Comment text 749,2025-09-25 21:48:00.785067
750,430,881,Comment text 750,2026-01-05 21:48:00.785069
751,181,315,Comment text 751,2025-09-08 21:48:00.785072
752,43,897,Comment text 752,2026-01-28 21:48:00.785074
753,493,488,Comment text 753,2025-10-28 21:48:00.785077
754,301,606,Comment text 754,2025-10-30 21:48:00.785079
755,157,949,Comment text 755,2025-10-16 21:48:00.785081
756,79,701,Comment text 756,2026-01-17 21:48:00.785084
757,168,334,Comment text 757,2025-12-08 21:48:00.785086
758,312,856,Comment text 758,2025-09-23 21:48:00.785089
759,323,266,Comment text 759,2025-11-20 21:48:00.785091
760,298,702,Comment text 760,2026-01-05 21:48:00.785093
761,103,797,Comment text 761,2026-01-19 21:48:00.785095
762,212,866,Comment text 762,2026-02-04 21:48:00.785101
763,112,241,Comment text 763,2025-09-23 21:48:00.785105
764,179,756,Comment text 764,2025-11-22 21:48:00.785107
765,361,82,Comment text 765,2025-09-30 21:48:00.785110
766,332,344,Comment text 766,2025-11-08 21:48:00.785112
767,400,173,Comment text 767,2026-02-05 21:48:00.785115
768,86,146,Comment text 768,2025-10-25 21:48:00.785117
769,59,479,Comment text 769,2025-10-08 21:48:00.785120
770,6,537,Comment text 770,2025-11-11 21:48:00.785122
771,151,934,Comment text 771,2025-11-15 21:48:00.785125
772,197,653,Comment text 772,2026-01-04 21:48:00.785127
773,44,109,Comment text 773,2025-11-02 21:48:00.785130
774,25,212,Comment text 774,2025-11-11 21:48:00.785132
775,471,853,Comment text 775,2025-10-20 21:48:00.785134
776,260,481,Comment text 776,2025-09-23 21:48:00.785137
777,126,360,Comment text 777,2025-10-02 21:48:00.785139
778,438,480,Comment text 778,2025-12-04 21:48:00.785142
779,310,877,Comment text 779,2025-10-01 21:48:00.785144
780,142,961,Comment text 780,2025-09-21 21:48:00.785146
781,178,679,Comment text 781,2026-01-03 21:48:00.785149
782,138,794,Comment text 782,2026-01-16 21:48:00.785152
783,233,979,Comment text 783,2025-11-27 21:48:00.785154
784,287,133,Comment text 784,2026-01-03 21:48:00.785156
785,217,660,Comment text 785,2025-09-14 21:48:00.785159
786,143,570,Comment text 786,2025-12-04 21:48:00.785161
787,457,379,Comment text 787,2026-02-24 21:48:00.785164
788,85,268,Comment text 788,2025-09-20 21:48:00.785166
789,457,471,Comment text 789,2026-01-20 21:48:00.785169
790,446,433,Comment text 790,2026-01-08 21:48:00.785171
791,122,347,Comment text 791,2025-12-26 21:48:00.785174
792,274,943,Comment text 792,2025-09-11 21:48:00.785176
793,381,421,Comment text 793,2025-10-27 21:48:00.785178
794,33,230,Comment text 794,2026-01-05 21:48:00.785180
795,13,156,Comment text 795,2026-01-16 21:48:00.785183
796,183,986,Comment text 796,2025-10-07 21:48:00.785185
797,369,679,Comment text 797,2025-11-12 21:48:00.785188
798,40,238,Comment text 798,2026-01-13 21:48:00.785190
799,175,144,Comment text 799,2025-10-07 21:48:00.785193
800,452,791,Comment text 800,2026-02-09 21:48:00.785195
801,129,687,Comment text 801,2025-09-07 21:48:00.785197
802,364,165,Comment text 802,2025-10-19 21:48:00.785200
803,231,876,Comment text 803,2025-11-26 21:48:00.785202
804,184,378,Comment text 804,2025-10-12 21:48:00.785205
805,87,993,Comment text 805,2025-10-18 21:48:00.785207
806,81,534,Comment text 806,2025-09-20 21:48:00.785209
807,378,324,Comment text 807,2025-09-20 21:48:00.785212
808,205,570,Comment text 808,2026-01-14 21:48:00.785214
809,10,73,Comment text 809,2026-01-17 21:48:00.785216
810,88,853,Comment text 810,2026-02-23 21:48:00.785219
811,113,838,Comment text 811,2025-11-10 21:48:00.785221
812,301,118,Comment text 812,2025-10-25 21:48:00.785224
813,380,380,Comment text 813,2025-12-28 21:48:00.785226
814,174,364,Comment text 814,2026-01-17 21:48:00.785228
815,440,387,Comment text 815,2025-11-24 21:48:00.785231
816,482,196,Comment text 816,2026-01-29 21:48:00.785233
817,204,872,Comment text 817,2026-01-23 21:48:00.785236
818,481,839,Comment text 818,2025-09-14 21:48:00.785238
819,131,392,Comment text 819,2026-01-28 21:48:00.785240
820,440,249,Comment text 820,2025-10-25 21:48:00.785243
821,267,969,Comment text 821,2026-01-30 21:48:00.785245
822,143,519,Comment text 822,2025-12-12 21:48:00.785248
823,185,334,Comment text 823,2026-01-25 21:48:00.785250
824,458,478,Comment text 824,2025-09-19 21:48:00.785252
825,71,792,Comment text 825,2025-09-13 21:48:00.785255
826,496,615,Comment text 826,2025-11-13 21:48:00.785257
827,383,440,Comment text 827,2025-10-12 21:48:00.785259
828,260,320,Comment text 828,2025-11-27 21:48:00.785262
829,454,156,Comment text 829,2025-12-07 21:48:00.785264
830,181,893,Comment text 830,2025-09-27 21:48:00.785266
831,36,311,Comment text 831,2025-12-27 21:48:00.785269
832,277,548,Comment text 832,2025-09-12 21:48:00.785273
833,305,929,Comment text 833,2025-12-20 21:48:00.785275
834,303,382,Comment text 834,2025-09-28 21:48:00.785277
835,346,899,Comment text 835,2025-10-05 21:48:00.785280
836,484,661,Comment text 836,2026-01-10 21:48:00.785282
837,29,595,Comment text 837,2025-10-04 21:48:00.785284
838,313,868,Comment text 838,2025-09-01 21:48:00.785287
839,208,389,Comment text 839,2025-10-02 21:48:00.785289
840,216,947,Comment text 840,2025-12-07 21:48:00.785291
841,495,296,Comment text 841,2025-12-09 21:48:00.785294
842,439,612,Comment text 842,2026-02-13 21:48:00.785296
843,215,595,Comment text 843,2025-11-27 21:48:00.785298
844,486,526,Comment text 844,2025-09-11 21:48:00.785301
845,80,298,Comment text 845,2026-02-09 21:48:00.785303
846,201,927,Comment text 846,2025-10-11 21:48:00.785305
847,410,359,Comment text 847,2025-12-25 21:48:00.785308
848,261,308,Comment text 848,2026-01-27 21:48:00.785310
849,45,241,Comment text 849,2025-10-12 21:48:00.785313
850,336,583,Comment text 850,2025-11-04 21:48:00.785315
851,444,376,Comment text 851,2025-10-18 21:48:00.785318
852,65,411,Comment text 852,2025-09-12 21:48:00.785321
853,224,717,Comment text 853,2025-09-04 21:48:00.785323
854,246,492,Comment text 854,2025-11-11 21:48:00.785325
855,355,646,Comment text 855,2025-09-16 21:48:00.785328
856,441,567,Comment text 856,2025-10-08 21:48:00.785330
857,394,799,Comment text 857,2026-01-24 21:48:00.785333
858,123,71,Comment text 858,2025-12-03 21:48:00.785335
859,468,969,Comment text 859,2026-02-16 21:48:00.785338
860,462,927,Comment text 860,2026-02-20 21:48:00.785340
861,151,335,Comment text 861,2026-02-18 21:48:00.785343
862,310,61,Comment text 862,2025-09-01 21:48:00.785349
863,405,101,Comment text 863,2025-12-21 21:48:00.785351
864,50,932,Comment text 864,2025-11-10 21:48:00.785353
865,201,639,Comment text 865,2026-01-01 21:48:00.785356
866,391,355,Comment text 866,2026-02-04 21:48:00.785358
867,274,790,Comment text 867,2025-11-03 21:48:00.785360
868,150,985,Comment text 868,2025-12-31 21:48:00.785363
869,415,873,Comment text 869,2025-11-15 21:48:00.785366
870,460,734,Comment text 870,2025-11-27 21:48:00.785368
871,433,683,Comment text 871,2026-01-10 21:48:00.785371
872,189,253,Comment text 872,2026-02-09 21:48:00.785373
873,450,748,Comment text 873,2025-11-29 21:48:00.785375
874,403,258,Comment text 874,2025-11-02 21:48:00.785378
875,107,364,Comment text 875,2025-12-17 21:48:00.785380
876,445,879,Comment text 876,2025-10-08 21:48:00.785382
877,18,279,Comment text 877,2026-02-23 21:48:00.785385
878,429,535,Comment text 878,2025-11-17 21:48:00.785387
879,477,541,Comment text 879,2025-08-31 21:48:00.785389
880,339,668,Comment text 880,2026-01-24 21:48:00.785391
881,92,306,Comment text 881,2025-11-15 21:48:00.785394
882,235,658,Comment text 882,2025-12-24 21:48:00.785396
883,262,291,Comment text 883,2025-10-13 21:48:00.785399
884,377,906,Comment text 884,2026-01-13 21:48:00.785401
885,454,24,Comment text 885,2025-11-14 21:48:00.785403
886,255,73,Comment text 886,2025-12-29 21:48:00.785406
887,220,307,Comment text 887,2026-02-05 21:48:00.785408
888,420,761,Comment text 888,2026-01-13 21:48:00.785410
889,96,687,Comment text 889,2025-12-30 21:48:00.785413
890,399,483,Comment text 890,2025-09-29 21:48:00.785415
891,122,485,Comment text 891,2025-12-15 21:48:00.785417
892,205,220,Comment text 892,2026-02-18 21:48:00.785420
893,466,198,Comment text 893,2025-10-11 21:48:00.785422
894,388,320,Comment text 894,2026-02-16 21:48:00.785425
895,342,130,Comment text 895,2025-09-14 21:48:00.785427
896,185,569,Comment text 896,2025-11-28 21:48:00.785429
897,478,143,Comment text 897,2025-09-08 21:48:00.785432
898,452,954,Comment text 898,2026-02-02 21:48:00.785434
899,472,30,Comment text 899,2025-09-24 21:48:00.785436
900,342,458,Comment text 900,2025-10-03 21:48:00.785439
901,179,361,Comment text 901,2026-01-26 21:48:00.785441
902,15,66,Comment text 902,2025-08-31 21:48:00.785443
903,306,92,Comment text 903,2026-01-03 21:48:00.785446
904,79,556,Comment text 904,2025-12-31 21:48:00.785448
905,227,921,Comment text 905,2025-11-26 21:48:00.785451
906,493,221,Comment text 906,2026-01-19 21:48:00.785453
907,174,888,Comment text 907,2025-09-30 21:48:00.785455
908,478,101,Comment text 908,2025-08-31 21:48:00.785458
909,72,310,Comment text 909,2025-11-03 21:48:00.785460
910,81,450,Comment text 910,2025-10-19 21:48:00.785463
911,431,91,Comment text 911,2025-09-04 21:48:00.785465
912,77,266,Comment text 912,2025-08-30 21:48:00.785467
913,431,907,Comment text 913,2026-01-05 21:48:00.785470
914,289,428,Comment text 914,2026-02-12 21:48:00.785472
915,480,317,Comment text 915,2025-12-23 21:48:00.785475
916,202,993,Comment text 916,2025-12-06 21:48:00.785477
917,337,726,Comment text 917,2025-12-18 21:48:00.785479
918,248,457,Comment text 918,2025-11-26 21:48:00.785482
919,432,603,Comment text 919,2025-12-03 21:48:00.785484
920,440,937,Comment text 920,2025-09-12 21:48:00.785486
921,43,262,Comment text 921,2025-10-26 21:48:00.785489
922,319,442,Comment text 922,2025-09-28 21:48:00.785491
923,105,698,Comment text 923,2025-10-12 21:48:00.785493
924,492,794,Comment text 924,2026-01-06 21:48:00.785496
925,425,178,Comment text 925,2025-09-28 21:48:00.785498
926,427,296,Comment text 926,2025-12-21 21:48:00.785500
927,378,132,Comment text 927,2025-11-05 21:48:00.785503
928,474,211,Comment text 928,2025-10-02 21:48:00.785505
929,68,633,Comment text 929,2025-09-26 21:48:00.785507
930,253,836,Comment text 930,2026-02-12 21:48:00.785510
931,313,515,Comment text 931,2025-10-25 21:48:00.785512
932,259,257,Comment text 932,2025-11-08 21:48:00.785515
933,315,959,Comment text 933,2025-10-16 21:48:00.785517
934,235,876,Comment text 934,2026-02-23 21:48:00.785519
935,59,231,Comment text 935,2026-02-09 21:48:00.785522
936,191,722,Comment text 936,2025-12-10 21:48:00.785524
937,285,763,Comment text 937,2025-09-21 21:48:00.785527
938,409,453,Comment text 938,2025-09-23 21:48:00.785529
939,109,584,Comment text 939,2026-01-25 21:48:00.785531
940,218,469,Comment text 940,2025-12-31 21:48:00.785534
941,130,221,Comment text 941,2025-09-03 21:48:00.785536
942,316,560,Comment text 942,2025-10-15 21:48:00.785538
943,233,145,Comment text 943,2025-10-24 21:48:00.785541
944,492,802,Comment text 944,2026-01-03 21:48:00.785543
945,423,801,Comment text 945,2025-11-23 21:48:00.785545
946,475,682,Comment text 946,2026-01-05 21:48:00.785548
947,306,151,Comment text 947,2025-12-30 21:48:00.785550
948,132,37,Comment text 948,2026-01-02 21:48:00.785552
949,240,508,Comment text 949,2026-02-12 21:48:00.785555
950,500,660,Comment text 950,2026-01-12 21:48:00.785557
951,466,826,Comment text 951,2026-02-01 21:48:00.785559
952,490,288,Comment text 952,2025-11-17 21:48:00.785562
953,246,372,Comment text 953,2025-12-10 21:48:00.785564
954,181,172,Comment text 954,2025-10-08 21:48:00.785566
955,340,175,Comment text 955,2025-12-23 21:48:00.785569
956,490,206,Comment text 956,2025-09-09 21:48:00.785572
957,154,556,Comment text 957,2025-10-03 21:48:00.785574
958,293,756,Comment text 958,2026-01-18 21:48:00.785577
959,150,16,Comment text 959,2025-11-12 21:48:00.785579
960,430,707,Comment text 960,2025-12-27 21:48:00.785582
961,223,400,Comment text 961,2026-01-08 21:48:00.785584
962,126,426,Comment text 962,2025-09-09 21:48:00.785586
963,89,672,Comment text 963,2026-01-10 21:48:00.785589
